Date,Recovered,Cumulative Recovered,Imported Case,Local Case,Active Case,New Case,Cumulative Case,ICU,Ventilator,Death,Cumulative Death,URL
05-07-20,4,8465,,,,5,8663,2,0,0,121,https://kpkesihatan.com/2020/07/05/kenyataan-akhbar-kpk-5-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
06-07-20,11,8476,,,,5,8668,2,0,0,121,https://kpkesihatan.com/2020/07/06/kenyataan-akhbar-kpk-6-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
07-07-20,5,8481,,,,6,8674,2,0,0,121,https://kpkesihatan.com/2020/07/07/kenyataan-akhbar-kpk-7-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
08-07-20,5,8486,,,,3,8677,2,1,0,121,https://kpkesihatan.com/2020/07/08/kenyataan-akhbar-kpk-8-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
09-07-20,13,8499,,,,6,8683,2,1,0,121,https://kpkesihatan.com/2020/07/09/kenyataan-akhbar-kpk-9-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
10-07-20,12,8511,,,,13,8696,2,2,0,121,https://kpkesihatan.com/2020/07/10/kenyataan-akhbar-kpk-10-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
11-07-20,4,8515,,,,8,8704,3,2,1,122,https://kpkesihatan.com/2020/07/11/kenyataan-akhbar-kpk-11-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
12-07-20,4,8519,,,,14,8718,3,2,0,122,https://kpkesihatan.com/2020/07/12/kenyataan-akhbar-kpk-12-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
13-07-20,1,8520,,,,7,8725,4,3,0,122,https://kpkesihatan.com/2020/07/13/kenyataan-akhbar-kpk-13-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
14-07-20,4,8524,,,,4,8729,6,2,0,122,https://kpkesihatan.com/2020/07/14/kenyataan-akhbar-kpk-14-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
15-07-20,2,8526,,,,5,8734,5,1,0,122,https://kpkesihatan.com/2020/07/15/kenyataan-akhbar-kpk-15-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
16-07-20,12,8538,,,,3,8737,3,1,0,122,https://kpkesihatan.com/2020/07/16/kenyataan-akhbar-kkm-16-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
17-07-20,3,8541,,,,18,8755,3,3,0,122,https://kpkesihatan.com/2020/07/17/kenyataan-akhbar-kpk-17-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
18-07-20,5,8546,,,,9,8764,1,1,0,122,https://kpkesihatan.com/2020/07/18/kenyataan-akhbar-kpk-18-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
19-07-20,7,8553,,,,15,8779,2,1,1,123,https://kpkesihatan.com/2020/07/19/kenyataan-akhbar-kpk-19-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
20-07-20,2,8555,,,,21,8800,3,1,0,123,https://kpkesihatan.com/2020/07/20/kenyataan-akhbar-kpk-20-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
21-07-20,7,8562,,,,15,8815,4,1,0,123,https://kpkesihatan.com/2020/07/21/kenyataan-akhbar-kpk-21-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
22-07-20,4,8566,,,,16,8831,5,1,0,123,https://kpkesihatan.com/2020/07/22/kenyataan-akhbar-kpk-22-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
23-07-20,8,8574,,,,9,8840,5,2,0,123,https://kpkesihatan.com/2020/07/23/kenyataan-akhbar-kpk-23-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
24-07-20,3,8577,,,,21,8861,5,2,0,123,https://kpkesihatan.com/2020/07/24/kenyataan-akhbar-kpk-24-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
25-07-20,17,8594,,,,23,8884,3,2,0,123,https://kpkesihatan.com/2020/07/25/kenyataan-akhbar-kpk-25-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
26-07-20,6,8600,,,,13,8897,2,1,1,124,https://kpkesihatan.com/2020/07/26/kenyataan-akhbar-kementerian-kesihatan-malaysia-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
27-07-20,1,8601,,,,7,8904,0,0,0,124,https://kpkesihatan.com/2020/07/27/kenyataan-akhbar-kpk-27-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
28-07-20,6,8607,,,,39,8943,1,1,0,124,https://kpkesihatan.com/2020/07/28/kenyataan-akhbar-kpk-28-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
29-07-20,5,8612,,,,13,8956,2,1,0,124,https://kpkesihatan.com/2020/07/29/kenyataan-akhbar-kpk-29-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
30-07-20,5,8617,,,,8,8964,3,1,0,124,https://kpkesihatan.com/2020/07/30/kenyataan-akhbar-kpk-30-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
31-07-20,27,8644,,,,12,8976,3,1,1,125,https://kpkesihatan.com/2020/07/31/kenyataan-akhbar-kpk-31-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
01-08-20,3,8647,,,,9,8985,2,1,0,125,https://kpkesihatan.com/2020/08/01/kenyataan-akhbar-kpk-1-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
02-08-20,17,8664,,,,14,8999,2,1,0,125,https://kpkesihatan.com/2020/08/02/kenyataan-akhbar-kpk-2-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
03-08-20,4,8668,,,,2,9001,1,1,0,125,https://kpkesihatan.com/2020/08/03/kenyataan-akhbar-kpk-3-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
04-08-20,16,8684,,,,1,9002,0,0,0,125,https://kpkesihatan.com/2020/08/04/kenyataan-akhbar-kpk-4-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
05-08-20,18,8702,,,,21,9023,2,2,0,125,https://kpkesihatan.com/2020/08/05/kenyataan-akhbar-kpk-5-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
06-08-20,11,8713,,,,15,9038,2,1,0,125,https://kpkesihatan.com/2020/08/06/kenyataan-akhbar-kpk-6-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
07-08-20,15,8728,,,,25,9063,2,1,0,125,https://kpkesihatan.com/2020/08/07/kenyataan-akhbar-kpk-7-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
08-08-20,47,8775,,,,7,9070,2,1,0,125,https://kpkesihatan.com/2020/08/08/kenyataan-akhbar-kpk-8-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
09-08-20,9,8784,,,,13,9083,1,1,0,125,https://kpkesihatan.com/2020/08/09/kenyataan-akhbar-kpk-9-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
10-08-20,19,8803,,,,11,9094,1,1,0,125,https://kpkesihatan.com/2020/08/10/kenyataan-akhbar-kpk-10-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
11-08-20,6,8809,,,,9,9103,2,2,0,125,https://kpkesihatan.com/2020/08/11/kenyataan-akhbar-kpk-11-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
12-08-20,8,8817,,,,11,9114,1,1,0,125,https://kpkesihatan.com/2020/08/12/kenyataan-akhbar-kpk-12-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
13-08-20,4,8821,,,,15,9129,2,2,0,125,https://kpkesihatan.com/2020/08/13/kenyataan-akhbar-kpk-13-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
14-08-20,7,8828,,,,20,9149,4,1,0,125,https://kpkesihatan.com/2020/08/14/kenyataan-akhbar-kpk-14-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
15-08-20,3,8831,,,,26,9175,6,1,0,125,https://kpkesihatan.com/2020/08/15/kenyataan-akhbar-kpk-15-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
16-08-20,28,8859,,,,25,9200,7,2,0,125,https://kpkesihatan.com/2020/08/16/kenyataan-akhbar-kpk-16-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
17-08-20,17,8876,,,,12,9212,8,2,0,125,https://kpkesihatan.com/2020/08/17/kenyataan-akhbar-kpk-17-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
18-08-20,26,8902,,,,7,9219,8,2,0,125,https://kpkesihatan.com/2020/08/18/kenyataan-akhbar-kpk-18-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
19-08-20,23,8925,,,,16,9235,7,3,0,125,https://kpkesihatan.com/2020/08/19/kenyataan-akhbar-kpk-19-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
20-08-20,7,8932,,,,5,9240,7,4,0,125,https://kpkesihatan.com/2020/08/20/kenyataan-akhbar-kpk-20-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
21-08-20,13,8945,,,,9,9249,7,4,0,125,https://kpkesihatan.com/2020/08/21/kenyataan-akhbar-kpk-21-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
22-08-20,4,8949,,,,8,9257,8,4,0,125,https://kpkesihatan.com/2020/08/22/kenyataan-akhbar-kpk-22-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
23-08-20,10,8959,,,,10,9267,9,4,0,125,https://kpkesihatan.com/2020/08/23/kenyataan-akhbar-kpk-23-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
24-08-20,6,8965,,,,7,9274,8,5,0,125,https://kpkesihatan.com/2020/08/24/kenyataan-akhbar-kpk-24-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
25-08-20,6,8971,,,,11,9285,8,6,0,125,https://kpkesihatan.com/2020/08/25/kenyataan-akhbar-kpk-25-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
26-08-20,7,8978,,,,6,9291,9,6,0,125,https://kpkesihatan.com/2020/08/26/kenyataan-akhbar-kpk-26-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
27-08-20,16,8994,,,,5,9296,8,6,0,125,https://kpkesihatan.com/2020/08/27/kenyataan-akhbar-kpk-27-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
28-08-20,36,9030,,,,10,9306,8,6,0,125,https://kpkesihatan.com/2020/08/28/kenyataan-akhbar-kpk-28-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
29-08-20,8,9038,,,,11,9317,8,6,0,125,https://kpkesihatan.com/2020/08/29/kenyataan-akhbar-kpk-29-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
30-08-20,10,9048,,,,17,9334,7,5,1,126,https://kpkesihatan.com/2020/08/30/kenyataan-akhbar-kpk-30-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
31-08-20,6,9054,,,,6,9340,6,4,1,127,https://kpkesihatan.com/2020/08/31/kenyataan-akhbar-kpk-31-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
01-09-20,21,9075,,,,14,9354,5,3,1,128,https://kpkesihatan.com/2020/09/01/kenyataan-akhbar-kpk-1-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
02-09-20,4,9079,,,,6,9360,4,3,0,128,https://kpkesihatan.com/2020/09/02/kenyataan-akhbar-kpk-2-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
03-09-20,4,9083,,,,14,9374,4,3,0,128,https://kpkesihatan.com/2020/09/03/kenyataan-akhbar-kpk-3-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
04-09-20,9,9092,,,,11,9385,4,3,0,128,https://kpkesihatan.com/2020/09/04/kenyataan-akhbar-kpk-4-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
05-09-20,21,9113,,,,6,9391,5,3,0,128,https://kpkesihatan.com/2020/09/05/kenyataan-akhbar-kpk-5-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
06-09-20,2,9115,,,,6,9397,6,3,0,128,https://kpkesihatan.com/2020/09/06/kenyataan-akhbar-kpk-6-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
07-09-20,9,9124,,,,62,9459,6,4,0,128,https://kpkesihatan.com/2020/09/07/kenyataan-akhbar-kpk-7-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
08-09-20,12,9136,,,,100,9559,7,4,0,128,https://kpkesihatan.com/2020/09/08/kenyataan-akhbar-kpk-8-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
09-09-20,7,9143,,,,24,9583,7,4,0,128,https://kpkesihatan.com/2020/09/09/kenyataan-akhbar-kpk-9-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
10-09-20,24,9167,,,,45,9628,9,5,0,128,https://kpkesihatan.com/2020/09/10/kenyataan-akhbar-kpk-10-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
11-09-20,14,9181,,,,182,9810,9,5,0,128,https://kpkesihatan.com/2020/09/11/kenyataan-akhbar-kpk-11-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
12-09-20,8,9189,,,,58,9868,9,5,0,128,https://kpkesihatan.com/2020/09/12/kenyataan-akhbar-kpk-12-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
13-09-20,7,9196,,,,47,9915,9,4,0,128,https://kpkesihatan.com/2020/09/13/kenyataan-akhbar-kpk-13-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
14-09-20,7,9203,,,,31,9946,11,5,0,128,https://kpkesihatan.com/2020/09/14/kenyataan-akhbar-kpk-14-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
15-09-20,6,9209,,,,23,9969,14,4,0,128,https://kpkesihatan.com/2020/09/15/kenyataan-akhbar-kpk-15-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
16-09-20,26,9235,,,,62,10031,15,3,0,128,https://kpkesihatan.com/2020/09/16/kenyataan-akhbar-kpk-16-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
17-09-20,15,9250,,,,21,10052,13,2,0,128,https://kpkesihatan.com/2020/09/17/kenyataan-akhbar-kpk-17-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
18-09-20,14,9264,,,,95,10147,11,2,1,129,https://kpkesihatan.com/2020/09/18/kenyataan-akhbar-kpk-18-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
19-09-20,51,9315,,,,20,10167,12,2,1,130,https://kpkesihatan.com/2020/09/19/kenyataan-akhbar-kpk-19-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
20-09-20,40,9355,,,,52,10219,10,2,0,130,https://kpkesihatan.com/2020/09/20/kenyataan-akhbar-kpk-20-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
21-09-20,40,9395,,,,57,10276,9,2,0,130,https://kpkesihatan.com/2020/09/21/kenyataan-akhbar-kpk-21-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
22-09-20,168,9563,,,,82,10358,9,2,0,130,https://kpkesihatan.com/2020/09/22/kenyataan-akhbar-kpk-22-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
23-09-20,39,9602,,,,147,10505,8,2,3,133,https://kpkesihatan.com/2020/09/23/kenyataan-akhbar-kpk-23-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
24-09-20,64,9666,,,,71,10576,6,2,0,133,https://kpkesihatan.com/2020/09/24/kenyataan-akhbar-kpk-24-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
25-09-20,30,9696,,,,111,10687,4,3,0,133,https://kpkesihatan.com/2020/09/25/kenyataan-akhbar-kpk-25-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
26-09-20,89,9785,,,,82,10769,8,4,0,133,https://kpkesihatan.com/2020/09/26/kenyataan-akhbar-kpk-26-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
27-09-20,50,9835,,,,150,10919,6,4,1,134,https://kpkesihatan.com/2020/09/27/kenyataan-akhbar-kpk-27-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
28-09-20,54,9889,,,,115,11034,8,5,0,134,https://kpkesihatan.com/2020/09/28/kenyataan-akhbar-kpk-28-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
29-09-20,50,9939,,,,101,11135,13,5,0,134,https://kpkesihatan.com/2020/09/29/kenyataan-akhbar-kpk-29-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
30-09-20,28,9967,,,,89,11224,16,3,2,136,https://kpkesihatan.com/2020/09/30/kenyataan-akhbar-kpk-30-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
01-10-20,47,10014,,,,260,11484,20,3,0,136,https://kpkesihatan.com/2020/10/01/kenyataan-akhbar-kpk-1-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
02-10-20,81,10095,,,,287,11771,22,4,0,136,https://kpkesihatan.com/2020/10/02/kenyataan-akhbar-kpk-2-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
03-10-20,121,10216,,,,317,12088,29,4,1,137,https://kpkesihatan.com/2020/10/03/kenyataan-akhbar-kpk-3-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
04-10-20,67,10283,,,,293,12381,28,4,0,137,https://kpkesihatan.com/2020/10/04/kenyataan-akhbar-kpk-4-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
05-10-20,57,10340,,,,432,12813,32,8,0,137,https://kpkesihatan.com/2020/10/05/kenyataan-akhbar-kpk-5-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
06-10-20,87,10427,,,,691,13504,31,8,4,141,https://kpkesihatan.com/2020/10/06/kenyataan-akhbar-kpk-6-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
07-10-20,74,10501,,,,489,13993,40,13,0,141,https://kpkesihatan.com/2020/10/07/kenyataan-akhbar-kpk-7-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
08-10-20,18,10519,,,,375,14368,60,20,5,146,https://kpkesihatan.com/2020/10/08/kenyataan-akhbar-kpk-8-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
09-10-20,188,10707,,,,354,14722,68,25,6,152,https://kpkesihatan.com/2020/10/09/kenyataan-akhbar-kpk-9-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
10-10-20,73,10780,,,,374,15096,73,28,3,155,https://kpkesihatan.com/2020/10/10/kenyataan-akhbar-kpk-10-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
11-10-20,133,10913,,,,561,15657,90,29,2,157,https://kpkesihatan.com/2020/10/11/kenyataan-akhbar-kpk-11-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
12-10-20,109,11022,,,,563,16220,98,29,2,159,https://kpkesihatan.com/2020/10/12/kenyataan-akhbar-kpk-12-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
